Codigo;univCompMas;Total;Comuna;Fraccion;Radio;CO_FRAC_RA;COFRAC
20010101;6;91;1;1;1;1_1_1;11
20010201;4;161;1;2;1;1_2_1;12
20010202;2;132;1;2;2;1_2_2;12
20010203;1;104;1;2;3;1_2_3;12
20010204;0;164;1;2;4;1_2_4;12
20010205;1;95;1;2;5;1_2_5;12
20010206;1;215;1;2;6;1_2_6;12
20010207;2;151;1;2;7;1_2_7;12
20010208;2;145;1;2;8;1_2_8;12
20010209;2;156;1;2;9;1_2_9;12
20010210;1;88;1;2;10;1_2_10;12
20010211;2;201;1;2;11;1_2_11;12
20010212;2;366;1;2;12;1_2_12;12
20010213;5;162;1;2;13;1_2_13;12
20010214;6;262;1;2;14;1_2_14;12
20010215;2;278;1;2;15;1_2_15;12
20010216;9;444;1;2;16;1_2_16;12
20010217;3;227;1;2;17;1_2_17;12
20010218;3;148;1;2;18;1_2_18;12
20010219;0;200;1;2;19;1_2_19;12
20010301;1;191;1;3;1;1_3_1;13
20010302;3;161;1;3;2;1_3_2;13
20010303;2;200;1;3;3;1_3_3;13
20010304;4;136;1;3;4;1_3_4;13
20010305;2;414;1;3;5;1_3_5;13
20010306;6;342;1;3;6;1_3_6;13
20010307;1;148;1;3;7;1_3_7;13
20010308;3;258;1;3;8;1_3_8;13
20010309;6;380;1;3;9;1_3_9;13
20010310;2;261;1;3;10;1_3_10;13
20010311;3;268;1;3;11;1_3_11;13
20010312;2;182;1;3;12;1_3_12;13
20010313;4;118;1;3;13;1_3_13;13
20010314;2;148;1;3;14;1_3_14;13
20010315;3;310;1;3;15;1_3_15;13
20010316;2;254;1;3;16;1_3_16;13
20010317;0;190;1;3;17;1_3_17;13
20010318;4;231;1;3;18;1_3_18;13
20010319;3;343;1;3;19;1_3_19;13
20010320;1;115;1;3;20;1_3_20;13
20010321;2;109;1;3;21;1_3_21;13
20010322;2;205;1;3;22;1_3_22;13
20010323;3;267;1;3;23;1_3_23;13
20010401;201;663;1;4;1;1_4_1;14
20010402;212;616;1;4;2;1_4_2;14
20010403;164;469;1;4;3;1_4_3;14
20010404;259;604;1;4;4;1_4_4;14
20010405;145;384;1;4;5;1_4_5;14
20010406;208;486;1;4;6;1_4_6;14
20010407;185;549;1;4;7;1_4_7;14
20010408;169;451;1;4;8;1_4_8;14
20010501;132;257;1;5;1;1_5_1;15
20010502;105;240;1;5;2;1_5_2;15
20010503;163;405;1;5;3;1_5_3;15
20010504;218;490;1;5;4;1_5_4;15
20010505;108;242;1;5;5;1_5_5;15
20010506;164;365;1;5;6;1_5_6;15
20010507;112;270;1;5;7;1_5_7;15
20010601;166;326;1;6;1;1_6_1;16
20010602;110;210;1;6;2;1_6_2;16
20010603;246;426;1;6;3;1_6_3;16
20010604;207;397;1;6;4;1_6_4;16
20010605;66;169;1;6;5;1_6_5;16
20010606;122;254;1;6;6;1_6_6;16
20010607;96;227;1;6;7;1_6_7;16
20010608;118;296;1;6;8;1_6_8;16
20010609;208;419;1;6;9;1_6_9;16
20010610;82;193;1;6;10;1_6_10;16
20010701;107;264;1;7;1;1_7_1;17
20010702;48;119;1;7;2;1_7_2;17
20010703;43;126;1;7;3;1_7_3;17
20010704;94;279;1;7;4;1_7_4;17
20010705;49;147;1;7;5;1_7_5;17
20010706;19;82;1;7;6;1_7_6;17
20010707;72;249;1;7;7;1_7_7;17
20010708;65;240;1;7;8;1_7_8;17
20010709;53;183;1;7;9;1_7_9;17
20010710;66;232;1;7;10;1_7_10;17
20010711;44;140;1;7;11;1_7_11;17
20010712;48;175;1;7;12;1_7_12;17
20010713;16;64;1;7;13;1_7_13;17
20010801;52;188;1;8;1;1_8_1;18
20010802;195;567;1;8;2;1_8_2;18
20010803;173;452;1;8;3;1_8_3;18
20010804;95;297;1;8;4;1_8_4;18
20010805;55;214;1;8;5;1_8_5;18
20010806;212;572;1;8;6;1_8_6;18
20010807;223;561;1;8;7;1_8_7;18
20010808;69;189;1;8;8;1_8_8;18
20010809;99;257;1;8;9;1_8_9;18
20010810;53;186;1;8;10;1_8_10;18
20010901;48;161;1;9;1;1_9_1;19
20010902;30;193;1;9;2;1_9_2;19
20010903;63;196;1;9;3;1_9_3;19
20010904;36;134;1;9;4;1_9_4;19
20010905;37;192;1;9;5;1_9_5;19
20010906;27;175;1;9;6;1_9_6;19
20010907;68;288;1;9;7;1_9_7;19
20010908;33;149;1;9;8;1_9_8;19
20010909;60;238;1;9;9;1_9_9;19
20010910;29;109;1;9;10;1_9_10;19
20010911;34;116;1;9;11;1_9_11;19
20010912;21;76;1;9;12;1_9_12;19
20010913;85;203;1;9;13;1_9_13;19
20010914;20;148;1;9;14;1_9_14;19
20010915;13;118;1;9;15;1_9_15;19
20010916;42;341;1;9;16;1_9_16;19
20010917;40;207;1;9;17;1_9_17;19
20010918;56;170;1;9;18;1_9_18;19
20010919;8;62;1;9;19;1_9_19;19
20011001;47;120;1;10;1;1_10_1;110
20011002;95;278;1;10;2;1_10_2;110
20011003;152;515;1;10;3;1_10_3;110
20011004;80;223;1;10;4;1_10_4;110
20011005;81;236;1;10;5;1_10_5;110
20011006;96;265;1;10;6;1_10_6;110
20011007;28;159;1;10;7;1_10_7;110
20011008;34;154;1;10;8;1_10_8;110
20011009;34;161;1;10;9;1_10_9;110
20011010;73;296;1;10;10;1_10_10;110
20011011;101;351;1;10;11;1_10_11;110
20011012;81;291;1;10;12;1_10_12;110
20011013;93;344;1;10;13;1_10_13;110
20011014;17;112;1;10;14;1_10_14;110
20011101;43;219;1;11;1;1_11_1;111
20011102;58;284;1;11;2;1_11_2;111
20011103;21;200;1;11;3;1_11_3;111
20011104;78;337;1;11;4;1_11_4;111
20011105;45;251;1;11;5;1_11_5;111
20011106;48;209;1;11;6;1_11_6;111
20011107;72;296;1;11;7;1_11_7;111
20011108;93;353;1;11;8;1_11_8;111
20011109;55;219;1;11;9;1_11_9;111
20011110;59;272;1;11;10;1_11_10;111
20011111;16;126;1;11;11;1_11_11;111
20011112;95;407;1;11;12;1_11_12;111
20011113;77;292;1;11;13;1_11_13;111
20011114;74;289;1;11;14;1_11_14;111
20011201;25;116;1;12;1;1_12_1;112
20011202;33;129;1;12;2;1_12_2;112
20011203;54;315;1;12;3;1_12_3;112
20011204;24;209;1;12;4;1_12_4;112
20011205;66;275;1;12;5;1_12_5;112
20011206;36;202;1;12;6;1_12_6;112
20011207;51;347;1;12;7;1_12_7;112
20011208;30;129;1;12;8;1_12_8;112
20011209;70;351;1;12;9;1_12_9;112
20011210;22;102;1;12;10;1_12_10;112
20011211;23;137;1;12;11;1_12_11;112
20011212;21;91;1;12;12;1_12_12;112
20011301;73;163;1;13;1;1_13_1;113
20011302;38;60;1;13;2;1_13_2;113
20011303;8;20;1;13;3;1_13_3;113
20011304;70;136;1;13;4;1_13_4;113
20011305;86;154;1;13;5;1_13_5;113
20011306;61;100;1;13;6;1_13_6;113
20011307;142;241;1;13;7;1_13_7;113
20011308;72;156;1;13;8;1_13_8;113
20011309;91;157;1;13;9;1_13_9;113
20011310;135;235;1;13;10;1_13_10;113
20011311;66;142;1;13;11;1_13_11;113
20011312;75;138;1;13;12;1_13_12;113
20011313;51;104;1;13;13;1_13_13;113
20011314;23;663;1;13;14;1_13_14;113
20011315;0;0;1;13;15;1_13_15;113
20011401;53;250;1;14;1;1_14_1;114
20011402;14;229;1;14;2;1_14_2;114
20011403;34;196;1;14;3;1_14_3;114
20011404;11;39;1;14;4;1_14_4;114
20011405;29;228;1;14;5;1_14_5;114
20011406;57;294;1;14;6;1_14_6;114
20011407;55;217;1;14;7;1_14_7;114
20011408;27;198;1;14;8;1_14_8;114
20011409;37;246;1;14;9;1_14_9;114
20011410;71;220;1;14;10;1_14_10;114
20011411;55;253;1;14;11;1_14_11;114
20011412;52;218;1;14;12;1_14_12;114
20011501;37;170;1;15;1;1_15_1;115
20011502;50;249;1;15;2;1_15_2;115
20011503;69;200;1;15;3;1_15_3;115
20011504;121;336;1;15;4;1_15_4;115
20011505;31;190;1;15;5;1_15_5;115
20011506;51;305;1;15;6;1_15_6;115
20011507;52;270;1;15;7;1_15_7;115
20011508;41;310;1;15;8;1_15_8;115
20011509;57;353;1;15;9;1_15_9;115
20011510;49;291;1;15;10;1_15_10;115
20011511;36;281;1;15;11;1_15_11;115
20011601;28;189;1;16;1;1_16_1;116
20011602;30;164;1;16;2;1_16_2;116
20011603;84;414;1;16;3;1_16_3;116
20011604;76;348;1;16;4;1_16_4;116
20011605;29;208;1;16;5;1_16_5;116
20011606;41;228;1;16;6;1_16_6;116
20011607;90;475;1;16;7;1_16_7;116
20011608;45;220;1;16;8;1_16_8;116
20011609;47;160;1;16;9;1_16_9;116
20011610;68;291;1;16;10;1_16_10;116
20011611;43;217;1;16;11;1_16_11;116
20011612;20;139;1;16;12;1_16_12;116
20011701;60;390;1;17;1;1_17_1;117
20011702;59;303;1;17;2;1_17_2;117
20011703;48;324;1;17;3;1_17_3;117
20011704;52;288;1;17;4;1_17_4;117
20011705;59;256;1;17;5;1_17_5;117
20011706;60;368;1;17;6;1_17_6;117
20011707;46;323;1;17;7;1_17_7;117
20011708;38;268;1;17;8;1_17_8;117
20011709;30;239;1;17;9;1_17_9;117
20011710;54;279;1;17;10;1_17_10;117
20011711;40;218;1;17;11;1_17_11;117
20011801;71;442;1;18;1;1_18_1;118
20011802;78;357;1;18;2;1_18_2;118
20011803;33;293;1;18;3;1_18_3;118
20011804;49;341;1;18;4;1_18_4;118
20011805;47;274;1;18;5;1_18_5;118
20011806;69;507;1;18;6;1_18_6;118
20011807;49;318;1;18;7;1_18_7;118
20011808;58;301;1;18;8;1_18_8;118
20011809;71;303;1;18;9;1_18_9;118
20011901;61;424;1;19;1;1_19_1;119
20011902;89;500;1;19;2;1_19_2;119
20011903;33;147;1;19;3;1_19_3;119
20011904;46;303;1;19;4;1_19_4;119
20011905;44;272;1;19;5;1_19_5;119
20011906;22;217;1;19;6;1_19_6;119
20011907;41;325;1;19;7;1_19_7;119
20011908;16;160;1;19;8;1_19_8;119
20011909;39;223;1;19;9;1_19_9;119
20012001;48;259;1;20;1;1_20_1;120
20012002;36;298;1;20;2;1_20_2;120
20012003;40;238;1;20;3;1_20_3;120
20012004;51;343;1;20;4;1_20_4;120
20012005;49;352;1;20;5;1_20_5;120
20012006;54;336;1;20;6;1_20_6;120
20012007;27;207;1;20;7;1_20_7;120
20012008;22;218;1;20;8;1_20_8;120
20012009;28;247;1;20;9;1_20_9;120
20012010;37;317;1;20;10;1_20_10;120
20012101;37;266;1;21;1;1_21_1;121
20012102;42;266;1;21;2;1_21_2;121
20012103;19;170;1;21;3;1_21_3;121
20012104;58;500;1;21;4;1_21_4;121
20012105;41;275;1;21;5;1_21_5;121
20012106;33;264;1;21;6;1_21_6;121
20012107;41;332;1;21;7;1_21_7;121
20012108;38;240;1;21;8;1_21_8;121
20012109;47;328;1;21;9;1_21_9;121
20012110;65;376;1;21;10;1_21_10;121
20012201;69;267;1;22;1;1_22_1;122
20012202;73;423;1;22;2;1_22_2;122
20012203;57;371;1;22;3;1_22_3;122
20012204;36;207;1;22;4;1_22_4;122
20012205;32;187;1;22;5;1_22_5;122
20012206;63;259;1;22;6;1_22_6;122
20012207;43;268;1;22;7;1_22_7;122
20012208;31;276;1;22;8;1_22_8;122
20012209;60;377;1;22;9;1_22_9;122
20012210;91;583;1;22;10;1_22_10;122
20012301;53;272;1;23;1;1_23_1;123
20012302;48;219;1;23;2;1_23_2;123
20012303;86;376;1;23;3;1_23_3;123
20012304;27;131;1;23;4;1_23_4;123
20012305;35;228;1;23;5;1_23_5;123
20012306;40;214;1;23;6;1_23_6;123
20012307;27;265;1;23;7;1_23_7;123
20012308;79;315;1;23;8;1_23_8;123
20012309;73;405;1;23;9;1_23_9;123
20012310;29;150;1;23;10;1_23_10;123
20012401;18;113;1;24;1;1_24_1;124
20012402;31;146;1;24;2;1_24_2;124
20012403;34;203;1;24;3;1_24_3;124
20012404;31;168;1;24;4;1_24_4;124
20012405;31;168;1;24;5;1_24_5;124
20012406;77;368;1;24;6;1_24_6;124
20012407;60;261;1;24;7;1_24_7;124
20012408;35;184;1;24;8;1_24_8;124
20012501;48;175;1;25;1;1_25_1;125
20012502;46;179;1;25;2;1_25_2;125
20012503;48;221;1;25;3;1_25_3;125
20012504;72;430;1;25;4;1_25_4;125
20012505;51;227;1;25;5;1_25_5;125
20012506;69;351;1;25;6;1_25_6;125
20012507;42;193;1;25;7;1_25_7;125
20012508;69;322;1;25;8;1_25_8;125
20012509;22;212;1;25;9;1_25_9;125
20012510;39;227;1;25;10;1_25_10;125
20012511;69;253;1;25;11;1_25_11;125
20012601;37;249;1;26;1;1_26_1;126
20012602;61;320;1;26;2;1_26_2;126
20012603;46;217;1;26;3;1_26_3;126
20012604;52;244;1;26;4;1_26_4;126
20012605;58;310;1;26;5;1_26_5;126
20012606;45;214;1;26;6;1_26_6;126
20012607;26;142;1;26;7;1_26_7;126
20012608;34;213;1;26;8;1_26_8;126
20012609;63;316;1;26;9;1_26_9;126
20012701;36;234;1;27;1;1_27_1;127
20012702;18;275;1;27;2;1_27_2;127
20012703;17;293;1;27;3;1_27_3;127
20012704;15;325;1;27;4;1_27_4;127
20012705;24;288;1;27;5;1_27_5;127
20012706;11;359;1;27;6;1_27_6;127
20012707;22;265;1;27;7;1_27_7;127
20012708;28;260;1;27;8;1_27_8;127
20012709;36;324;1;27;9;1_27_9;127
20012710;59;248;1;27;10;1_27_10;127
20012801;17;220;1;28;1;1_28_1;128
20012802;27;347;1;28;2;1_28_2;128
20012803;22;241;1;28;3;1_28_3;128
20012804;49;280;1;28;4;1_28_4;128
20012805;26;354;1;28;5;1_28_5;128
20012806;13;281;1;28;6;1_28_6;128
20012807;35;314;1;28;7;1_28_7;128
20012808;16;110;1;28;8;1_28_8;128
20012809;16;262;1;28;9;1_28_9;128
20012810;23;354;1;28;10;1_28_10;128
20012811;14;249;1;28;11;1_28_11;128
20012812;15;235;1;28;12;1_28_12;128
20012813;32;262;1;28;13;1_28_13;128
20012901;34;420;1;29;1;1_29_1;129
20012902;11;266;1;29;2;1_29_2;129
20012903;14;276;1;29;3;1_29_3;129
20012904;30;272;1;29;4;1_29_4;129
20012905;32;306;1;29;5;1_29_5;129
20012906;81;323;1;29;6;1_29_6;129
20012907;35;328;1;29;7;1_29_7;129
20012908;16;261;1;29;8;1_29_8;129
20012909;35;376;1;29;9;1_29_9;129
20020101;0;21;2;1;1;2_1_1;21
20020102;1;135;2;1;2;2_1_2;21
20020201;90;253;2;2;1;2_2_1;22
20020202;186;362;2;2;2;2_2_2;22
20020203;119;241;2;2;3;2_2_3;22
20020204;98;205;2;2;4;2_2_4;22
20020205;107;260;2;2;5;2_2_5;22
20020206;71;197;2;2;6;2_2_6;22
20020207;58;141;2;2;7;2_2_7;22
20020208;137;282;2;2;8;2_2_8;22
20020301;163;399;2;3;1;2_3_1;23
20020302;152;411;2;3;2;2_3_2;23
20020303;42;100;2;3;3;2_3_3;23
20020304;80;188;2;3;4;2_3_4;23
20020305;127;294;2;3;5;2_3_5;23
20020306;100;274;2;3;6;2_3_6;23
20020307;175;353;2;3;7;2_3_7;23
20020308;123;234;2;3;8;2_3_8;23
20020401;133;313;2;4;1;2_4_1;24
20020402;42;109;2;4;2;2_4_2;24
20020403;76;149;2;4;3;2_4_3;24
20020404;78;195;2;4;4;2_4_4;24
20020405;131;284;2;4;5;2_4_5;24
20020406;96;212;2;4;6;2_4_6;24
20020407;101;235;2;4;7;2_4_7;24
20020408;204;427;2;4;8;2_4_8;24
20020409;154;333;2;4;9;2_4_9;24
20020410;188;430;2;4;10;2_4_10;24
20020501;107;256;2;5;1;2_5_1;25
20020502;152;319;2;5;2;2_5_2;25
20020503;119;255;2;5;3;2_5_3;25
20020504;106;226;2;5;4;2_5_4;25
20020505;134;324;2;5;5;2_5_5;25
20020506;159;328;2;5;6;2_5_6;25
20020507;153;329;2;5;7;2_5_7;25
20020508;132;328;2;5;8;2_5_8;25
20020509;112;271;2;5;9;2_5_9;25
20020601;78;175;2;6;1;2_6_1;26
20020602;269;572;2;6;2;2_6_2;26
20020603;114;226;2;6;3;2_6_3;26
20020604;167;333;2;6;4;2_6_4;26
20020605;70;183;2;6;5;2_6_5;26
20020606;117;320;2;6;6;2_6_6;26
20020607;81;175;2;6;7;2_6_7;26
20020608;82;219;2;6;8;2_6_8;26
20020609;103;276;2;6;9;2_6_9;26
20020610;84;229;2;6;10;2_6_10;26
20020701;260;573;2;7;1;2_7_1;27
20020702;212;493;2;7;2;2_7_2;27
20020703;160;361;2;7;3;2_7_3;27
20020704;125;267;2;7;4;2_7_4;27
20020705;103;244;2;7;5;2_7_5;27
20020706;111;271;2;7;6;2_7_6;27
20020707;158;409;2;7;7;2_7_7;27
20020708;54;172;2;7;8;2_7_8;27
20020709;90;280;2;7;9;2_7_9;27
20020801;128;347;2;8;1;2_8_1;28
20020802;130;306;2;8;2;2_8_2;28
20020803;173;457;2;8;3;2_8_3;28
20020804;198;478;2;8;4;2_8_4;28
20020805;156;413;2;8;5;2_8_5;28
20020806;234;625;2;8;6;2_8_6;28
20020807;309;707;2;8;7;2_8_7;28
20020808;164;357;2;8;8;2_8_8;28
20020901;156;399;2;9;1;2_9_1;29
20020902;86;218;2;9;2;2_9_2;29
20020903;177;452;2;9;3;2_9_3;29
20020904;216;461;2;9;4;2_9_4;29
20020905;194;488;2;9;5;2_9_5;29
20020906;165;441;2;9;6;2_9_6;29
20020907;180;472;2;9;7;2_9_7;29
20020908;253;649;2;9;8;2_9_8;29
20020909;196;550;2;9;9;2_9_9;29
20021001;183;519;2;10;1;2_10_1;210
20021002;129;366;2;10;2;2_10_2;210
20021003;73;209;2;10;3;2_10_3;210
20021004;145;344;2;10;4;2_10_4;210
20021005;128;426;2;10;5;2_10_5;210
20021006;134;321;2;10;6;2_10_6;210
20021007;160;483;2;10;7;2_10_7;210
20021008;173;443;2;10;8;2_10_8;210
20021009;106;299;2;10;9;2_10_9;210
20021101;249;621;2;11;1;2_11_1;211
20021102;92;241;2;11;2;2_11_2;211
20021103;277;672;2;11;3;2_11_3;211
20021104;259;668;2;11;4;2_11_4;211
20021105;47;169;2;11;5;2_11_5;211
20021106;99;305;2;11;6;2_11_6;211
20021201;172;435;2;12;1;2_12_1;212
20021202;161;402;2;12;2;2_12_2;212
20021203;181;457;2;12;3;2_12_3;212
20021204;257;704;2;12;4;2_12_4;212
20021205;250;615;2;12;5;2_12_5;212
20021206;188;498;2;12;6;2_12_6;212
20021301;234;595;2;13;1;2_13_1;213
20021302;145;418;2;13;2;2_13_2;213
20021303;198;516;2;13;3;2_13_3;213
20021304;226;555;2;13;4;2_13_4;213
20021305;223;647;2;13;5;2_13_5;213
20021306;137;382;2;13;6;2_13_6;213
20021307;222;634;2;13;7;2_13_7;213
20021401;99;248;2;14;1;2_14_1;214
20021402;114;306;2;14;2;2_14_2;214
20021403;59;175;2;14;3;2_14_3;214
20021404;136;369;2;14;4;2_14_4;214
20021405;207;499;2;14;5;2_14_5;214
20021406;186;532;2;14;6;2_14_6;214
20021407;125;348;2;14;7;2_14_7;214
20021408;138;380;2;14;8;2_14_8;214
20021409;222;605;2;14;9;2_14_9;214
20021410;184;537;2;14;10;2_14_10;214
20021501;124;266;2;15;1;2_15_1;215
20021502;162;388;2;15;2;2_15_2;215
20021503;296;631;2;15;3;2_15_3;215
20021504;138;310;2;15;4;2_15_4;215
20021505;99;267;2;15;5;2_15_5;215
20021506;112;286;2;15;6;2_15_6;215
20021507;138;367;2;15;7;2_15_7;215
20021508;130;339;2;15;8;2_15_8;215
20021601;117;321;2;16;1;2_16_1;216
20021602;128;308;2;16;2;2_16_2;216
20021603;133;305;2;16;3;2_16_3;216
20021604;120;284;2;16;4;2_16_4;216
20021605;159;386;2;16;5;2_16_5;216
20021606;128;318;2;16;6;2_16_6;216
20021607;138;359;2;16;7;2_16_7;216
20021608;90;196;2;16;8;2_16_8;216
20021701;177;571;2;17;1;2_17_1;217
20021702;148;382;2;17;2;2_17_2;217
20021703;175;454;2;17;3;2_17_3;217
20021704;48;169;2;17;4;2_17_4;217
20021705;101;290;2;17;5;2_17_5;217
20021706;175;452;2;17;6;2_17_6;217
20021707;163;577;2;17;7;2_17_7;217
20021708;145;489;2;17;8;2_17_8;217
20021709;133;366;2;17;9;2_17_9;217
20021801;138;460;2;18;1;2_18_1;218
20021802;215;548;2;18;2;2_18_2;218
20021803;144;397;2;18;3;2_18_3;218
20021804;79;270;2;18;4;2_18_4;218
20021805;97;250;2;18;5;2_18_5;218
20021806;117;367;2;18;6;2_18_6;218
20021807;94;277;2;18;7;2_18_7;218
20021808;85;335;2;18;8;2_18_8;218
20021901;127;393;2;19;1;2_19_1;219
20021902;88;306;2;19;2;2_19_2;219
20021903;114;305;2;19;3;2_19_3;219
20021904;156;499;2;19;4;2_19_4;219
20021905;117;361;2;19;5;2_19_5;219
20021906;110;425;2;19;6;2_19_6;219
20021907;93;324;2;19;7;2_19_7;219
20021908;91;377;2;19;8;2_19_8;219
20022001;151;457;2;20;1;2_20_1;220
20022002;120;449;2;20;2;2_20_2;220
20022003;123;372;2;20;3;2_20_3;220
20022004;104;386;2;20;4;2_20_4;220
20022005;76;251;2;20;5;2_20_5;220
20022006;103;356;2;20;6;2_20_6;220
20022007;77;247;2;20;7;2_20_7;220
20022008;100;301;2;20;8;2_20_8;220
20022101;205;463;2;21;1;2_21_1;221
20022102;174;442;2;21;2;2_21_2;221
20022103;112;370;2;21;3;2_21_3;221
20022104;170;530;2;21;4;2_21_4;221
20022105;182;508;2;21;5;2_21_5;221
20022106;144;481;2;21;6;2_21_6;221
20022201;134;368;2;22;1;2_22_1;222
20022202;115;281;2;22;2;2_22_2;222
20022203;98;205;2;22;3;2_22_3;222
20022204;183;483;2;22;4;2_22_4;222
20022205;230;528;2;22;5;2_22_5;222
20022206;197;557;2;22;6;2_22_6;222
20022301;168;435;2;23;1;2_23_1;223
20022302;200;512;2;23;2;2_23_2;223
20022303;170;441;2;23;3;2_23_3;223
20022304;142;381;2;23;4;2_23_4;223
20022305;106;295;2;23;5;2_23_5;223
20022306;83;203;2;23;6;2_23_6;223
20022307;83;237;2;23;7;2_23_7;223
20022308;60;187;2;23;8;2_23_8;223
20022309;173;463;2;23;9;2_23_9;223
20022401;192;450;2;24;1;2_24_1;224
20022402;147;377;2;24;2;2_24_2;224
20022403;147;335;2;24;3;2_24_3;224
20022404;161;464;2;24;4;2_24_4;224
20022405;148;506;2;24;5;2_24_5;224
20022406;165;468;2;24;6;2_24_6;224
20022501;121;312;2;25;1;2_25_1;225
20022502;116;349;2;25;2;2_25_2;225
20022503;61;177;2;25;3;2_25_3;225
20022504;133;427;2;25;4;2_25_4;225
20022505;146;469;2;25;5;2_25_5;225
20022506;71;355;2;25;6;2_25_6;225
20022507;117;386;2;25;7;2_25_7;225
20022508;183;523;2;25;8;2_25_8;225
20022509;129;411;2;25;9;2_25_9;225
20022510;90;299;2;25;10;2_25_10;225
20022511;131;501;2;25;11;2_25_11;225
20030101;95;488;3;1;1;3_1_1;31
20030102;84;419;3;1;2;3_1_2;31
20030103;118;467;3;1;3;3_1_3;31
20030104;52;248;3;1;4;3_1_4;31
20030105;43;374;3;1;5;3_1_5;31
20030106;26;262;3;1;6;3_1_6;31
20030107;19;348;3;1;7;3_1_7;31
20030108;14;188;3;1;8;3_1_8;31
20030109;35;229;3;1;9;3_1_9;31
20030110;28;192;3;1;10;3_1_10;31
20030111;41;230;3;1;11;3_1_11;31
20030201;62;323;3;2;1;3_2_1;32
20030202;77;333;3;2;2;3_2_2;32
20030203;56;336;3;2;3;3_2_3;32
20030204;61;288;3;2;4;3_2_4;32
20030205;53;369;3;2;5;3_2_5;32
20030206;46;367;3;2;6;3_2_6;32
20030207;65;420;3;2;7;3_2_7;32
20030208;62;354;3;2;8;3_2_8;32
20030209;55;311;3;2;9;3_2_9;32
20030210;39;193;3;2;10;3_2_10;32
20030211;60;257;3;2;11;3_2_11;32
20030212;77;365;3;2;12;3_2_12;32
20030301;108;476;3;3;1;3_3_1;33
20030302;99;374;3;3;2;3_3_2;33
20030303;63;260;3;3;3;3_3_3;33
20030304;47;213;3;3;4;3_3_4;33
20030305;47;245;3;3;5;3_3_5;33
20030306;68;302;3;3;6;3_3_6;33
20030307;50;308;3;3;7;3_3_7;33
20030308;59;263;3;3;8;3_3_8;33
20030309;29;159;3;3;9;3_3_9;33
20030310;46;393;3;3;10;3_3_10;33
20030311;0;305;3;3;11;3_3_11;33
20030401;80;354;3;4;1;3_4_1;34
20030402;49;216;3;4;2;3_4_2;34
20030403;70;279;3;4;3;3_4_3;34
20030404;54;327;3;4;4;3_4_4;34
20030405;38;288;3;4;5;3_4_5;34
20030406;65;308;3;4;6;3_4_6;34
20030407;51;270;3;4;7;3_4_7;34
20030408;52;271;3;4;8;3_4_8;34
20030501;72;373;3;5;1;3_5_1;35
20030502;55;291;3;5;2;3_5_2;35
20030503;106;469;3;5;3;3_5_3;35
20030504;68;262;3;5;4;3_5_4;35
20030505;85;330;3;5;5;3_5_5;35
20030506;66;216;3;5;6;3_5_6;35
20030507;133;368;3;5;7;3_5_7;35
20030601;90;354;3;6;1;3_6_1;36
20030602;35;175;3;6;2;3_6_2;36
20030603;96;314;3;6;3;3_6_3;36
20030604;100;320;3;6;4;3_6_4;36
20030605;60;329;3;6;5;3_6_5;36
20030606;53;255;3;6;6;3_6_6;36
20030607;75;312;3;6;7;3_6_7;36
20030701;25;137;3;7;1;3_7_1;37
20030702;105;415;3;7;2;3_7_2;37
20030703;100;453;3;7;3;3_7_3;37
20030704;78;369;3;7;4;3_7_4;37
20030705;65;269;3;7;5;3_7_5;37
20030706;55;283;3;7;6;3_7_6;37
20030707;118;505;3;7;7;3_7_7;37
20030708;35;159;3;7;8;3_7_8;37
20030709;68;404;3;7;9;3_7_9;37
20030801;74;321;3;8;1;3_8_1;38
20030802;47;212;3;8;2;3_8_2;38
20030803;84;341;3;8;3;3_8_3;38
20030804;43;217;3;8;4;3_8_4;38
20030805;41;216;3;8;5;3_8_5;38
20030806;49;204;3;8;6;3_8_6;38
20030807;23;166;3;8;7;3_8_7;38
20030808;27;207;3;8;8;3_8_8;38
20030809;44;304;3;8;9;3_8_9;38
20030810;40;257;3;8;10;3_8_10;38
20030901;59;388;3;9;1;3_9_1;39
20030902;42;207;3;9;2;3_9_2;39
20030903;71;342;3;9;3;3_9_3;39
20030904;63;414;3;9;4;3_9_4;39
20030905;26;222;3;9;5;3_9_5;39
20030906;23;196;3;9;6;3_9_6;39
20030907;26;292;3;9;7;3_9_7;39
20030908;41;313;3;9;8;3_9_8;39
20030909;56;371;3;9;9;3_9_9;39
20030910;57;328;3;9;10;3_9_10;39
20031001;48;378;3;10;1;3_10_1;310
20031002;62;323;3;10;2;3_10_2;310
20031003;40;257;3;10;3;3_10_3;310
20031004;68;298;3;10;4;3_10_4;310
20031005;38;202;3;10;5;3_10_5;310
20031006;64;390;3;10;6;3_10_6;310
20031007;62;340;3;10;7;3_10_7;310
20031008;43;275;3;10;8;3_10_8;310
20031101;91;367;3;11;1;3_11_1;311
20031102;63;454;3;11;2;3_11_2;311
20031103;54;384;3;11;3;3_11_3;311
20031104;104;386;3;11;4;3_11_4;311
20031105;71;317;3;11;5;3_11_5;311
20031106;98;415;3;11;6;3_11_6;311
20031107;95;437;3;11;7;3_11_7;311
20031108;67;284;3;11;8;3_11_8;311
20031201;67;350;3;12;1;3_12_1;312
20031202;93;429;3;12;2;3_12_2;312
20031203;55;310;3;12;3;3_12_3;312
20031204;43;249;3;12;4;3_12_4;312
20031205;109;491;3;12;5;3_12_5;312
20031206;6;68;3;12;6;3_12_6;312
